čь̀rnъ	adj. o	b	čь̀rnъ 		Grammatical information: adj. o 	čь̀rnъ 
čerdà	f. ā; m. o	b	Old Prussian:	kērdan	[Accs]	čerdà; čérdъ 
čerdà	f. ā; m. o	b	Other cognates:	śárdha-	[m]	čerdà; čérdъ 
čerdìti	v.	b	čerdìti 		Grammatical information: v. 	čerdìti 
čerdìti	v.	b	Grammatical information:		Accent paradigm: b 	čerdìti 
čerdìti	v.	b	Church Slavic:	črěditi	[verb]	čerdìti 
čerdìti	v.	b	Russian:	čeredít'	[verb]	čerdìti 
čerdìti	v.	b	Czech:	tříditi	[verb]	čerdìti 
čerdìti	v.	b	Upper Sorbian:	črjódźić	[verb]	čerdìti 
čerdìti	v.	b	Slovene:	črẹ́diti	[verb]	čerdìti 
čerdìti	v.	b	Other cognates:	śardhá-	[m]	čerdìti 
čerěnъ	m. o; m. o; m. jo		černъ III; čerěnъ; čerěnь 		Grammatical information: m. o; m. o; m. jo 	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Russian:	čeren	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Old Russian:	cerenъ	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Ukrainian:	čerín'	[m jo]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Czech:	čeřen	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Old Czech:	čeřěn	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Slovak:	čereň	[m jo]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Polish:	trzon	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Serbo-Croatian:	čèrjen	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Slovene:	čerẹ̀n	[m o]	černъ III; čerěnъ; čerěnь 
čerěnъ	m. o; m. o; m. jo		Comments:	κέρνος	[n/m]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		černъ III; čerěnъ; čerěnь 		Grammatical information: m. o; m. o; m. jo 	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Russian:	čeren	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Old Russian:	cerenъ	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Ukrainian:	čerín'	[m jo]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Czech:	čeřen	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Old Czech:	čeřěn	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Slovak:	čereň	[m jo]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Polish:	trzon	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Serbo-Croatian:	čèrjen	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Slovene:	čerẹ̀n	[m o]	černъ III; čerěnъ; čerěnь 
čerěnь	m. o; m. o; m. jo		Comments:	κέρνος	[n/m]	černъ III; čerěnъ; čerěnь 
čermъšь	f. ā; f. jā; f. i		čermъxa; čermъša; čermъšь; čermuxa; čermuša 		Grammatical information: f. ā; f. jā; f. i 	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Old Church Slavic:	črěmošь	[f i?]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Russian:	čerëmuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Old Russian:	čeremъxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Ukrainian:	čerémuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Czech:	střemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Old Czech:	třěmcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Slovak:	čremcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Polish:	trzemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Serbo-Croatian:	crȉjemuša	[f jā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Slovene:	črę̑mha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Lithuanian:	kermušė̃	[f ē]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъšь	f. ā; f. jā; f. i		Other cognates:	κρόμυον	[n]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		čermъxa; čermъša; čermъšь; čermuxa; čermuša 		Grammatical information: f. ā; f. jā; f. i 	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Old Church Slavic:	črěmošь	[f i?]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Russian:	čerëmuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Old Russian:	čeremъxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Ukrainian:	čerémuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Czech:	střemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Old Czech:	třěmcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Slovak:	čremcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Polish:	trzemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Serbo-Croatian:	crȉjemuša	[f jā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Slovene:	črę̑mha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Lithuanian:	kermušė̃	[f ē]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъša	f. ā; f. jā; f. i		Other cognates:	κρόμυον	[n]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		čermъxa; čermъša; čermъšь; čermuxa; čermuša 		Grammatical information: f. ā; f. jā; f. i 	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Old Church Slavic:	črěmošь	[f i?]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Russian:	čerëmuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Old Russian:	čeremъxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Ukrainian:	čerémuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Czech:	střemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Old Czech:	třěmcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Slovak:	čremcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Polish:	trzemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Serbo-Croatian:	crȉjemuša	[f jā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Slovene:	črę̑mha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Lithuanian:	kermušė̃	[f ē]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermъxa	f. ā; f. jā; f. i		Other cognates:	κρόμυον	[n]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		čermъxa; čermъša; čermъšь; čermuxa; čermuša 		Grammatical information: f. ā; f. jā; f. i 	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Old Church Slavic:	črěmošь	[f i?]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Russian:	čerëmuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Old Russian:	čeremъxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Ukrainian:	čerémuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Czech:	střemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Old Czech:	třěmcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Slovak:	čremcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Polish:	trzemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Serbo-Croatian:	crȉjemuša	[f jā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Slovene:	črę̑mha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Lithuanian:	kermušė̃	[f ē]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuša	f. ā; f. jā; f. i		Other cognates:	κρόμυον	[n]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		čermъxa; čermъša; čermъšь; čermuxa; čermuša 		Grammatical information: f. ā; f. jā; f. i 	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Old Church Slavic:	črěmošь	[f i?]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Russian:	čerëmuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Old Russian:	čeremъxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Ukrainian:	čerémuxa	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Czech:	střemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Old Czech:	třěmcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Slovak:	čremcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Polish:	trzemcha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Serbo-Croatian:	crȉjemuša	[f jā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Slovene:	črę̑mha	[f ā]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Lithuanian:	kermušė̃	[f ē]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
čermuxa	f. ā; f. jā; f. i		Other cognates:	κρόμυον	[n]	čermъxa; čermъša; čermъšь; čermuxa; čermuša 
černь	m. o; m. jo	c	černъ I; černь I 		Grammatical information: m. o; m. jo 	I.
černь	m. o; m. jo	c	Grammatical information:		Accent paradigm: c 	I.
černь	m. o; m. jo	c	Church Slavic:	črěnъ	[m o]	I.
černь	m. o; m. jo	c	Russian:	čéren'	[m jo]	I.
černь	m. o; m. jo	c	Polish:	trzon	[m o]	I.
černь	m. o; m. jo	c	Upper Sorbian:	črona	[f ā]	I.
černь	m. o; m. jo	c	Serbo-Croatian:	crȅn	[m o]	I.
černь	m. o; m. jo	c	Slovene:	črẹ̑n	[m o]	I.
černь	m. o; m. jo	c	černъ II; černь II 	kárṇa-	Grammatical information: m. o; m. jo 	I.
černь	m. o; m. jo	c	Grammatical information:	kárṇa-	Accent paradigm: c 	I.
černь	m. o; m. jo	c	Russian:	čéren	[m o]	I.
černь	m. o; m. jo	c	Czech:	třeň	[m jo]	I.
černь	m. o; m. jo	c	Slovak:	čren	[m o]	I.
černь	m. o; m. jo	c	Polish:	trzon	[m o]	I.
černь	m. o; m. jo	c	Lithuanian:	kẽras	[m o]	I.
černь	m. o; m. jo	c	Other cognates:	cern	[f]	I.
černovъ	adj. o		černovъ 		Grammatical information: adj. o 	černovъ 
černovъ	adj. o		Old Church Slavic:	črěnovьnyję	[Accpm o]	černovъ 
černovъ	adj. o		Czech:	třenový (zub)	[adj o]	černovъ 
černovъ	adj. o		Slovak:	čřenový (zub)	[adj o]	černovъ 
černovъ	adj. o		Polish:	(ząb) trzonowy	[adj o]	černovъ 
černovitъ	m. o		černovitъ 		Grammatical information: m. o 	černovitъ 
černovitъ	m. o		Church Slavic:	črěnovitъ	[m o]	černovitъ 
čerpati	v.		čerpati 		Grammatical information: v. 	čerpati 
čerpati	v.		Old Russian:	čerepati	[verb]	čerpati 
čerpati	v.		Ukrainian:	čerépaty	[verb]	čerpati 
čerpati	v.		Serbo-Croatian:	crèpati	[verb]	čerpati 
čerpati	v.		Slovene:	črẹ́pati	[verb]	čerpati 
čerpati	v.		Lithuanian:	kir̃pti	[verb]	čerpati 
čerpti	v.		čerpti 		Grammatical information: v. 	čerpti 
čerpti	v.		Old Church Slavic:	počrěti	[verb]	čerpti 
čerpti	v.		Czech:	čříti	[verb]	čerpti 
čerpti	v.		Old Czech:	čřieti	[verb]	čerpti 
čerpti	v.		Slovak:	čriet'	[verb]	čerpti 
čerpti	v.		Lithuanian:	kir̃pti	[verb]	čerpti 
čerpti	v.		Other cognates:	carpere	[verb]	čerpti 
čersъ	prep.		čersъ; čerzъ 		Grammatical information: prep. 	čersъ; čerzъ 
čersъ	prep.		Church Slavic:	črěsъ	[prep]	čersъ; čerzъ 
čersъ	prep.		Russian:	čérez	[prep]	čersъ; čerzъ 
čersъ	prep.		Old Russian:	čerezъ	[prep]	čersъ; čerzъ 
čersъ	prep.		Serbo-Croatian:	črȅz	[prep]	čersъ; čerzъ 
čersъ	prep.		Slovene:	črẹ̀z	[prep]	čersъ; čerzъ 
čersъ	prep.		Bulgarian:	črez	[prep]	čersъ; čerzъ 
čersъ	prep.		Lithuanian:	(s)ker̃sas	[adj o]	čersъ; čerzъ 
čersъ	prep.		Latvian:	sk̨ḕrss	[adv]	čersъ; čerzъ 
čerslò	n. o	b	čerslò 		Grammatical information: n. o 	čerslò 
čerslò	n. o	b	Grammatical information:		Accent paradigm: b 	čerslò 
čerslò	n. o	b	Old Church Slavic:	črěsla	[Nompn o]	čerslò 
čerslò	n. o	b	Russian:	čeresló	[n o]	čerslò 
čerslò	n. o	b	Ukrainian:	čeresló	[n o]	čerslò 
čerslò	n. o	b	Czech:	(s)tříslo	[n o]	čerslò 
čerslò	n. o	b	Slovak:	črieslo	[n o]	čerslò 
čerslò	n. o	b	Polish:	trzosɫa	[Nompn o]	čerslò 
čerslò	n. o	b	Upper Sorbian:	črjósɫo	[n o]	čerslò 
čerslò	n. o	b	Serbo-Croatian:	črijèslo	[n o]	čerslò 
čerslò	n. o	b	Slovene:	črẹ́slọ	[n o]	čerslò 
čerslò	n. o	b	Lithuanian:	ker̃slas	[m o]	čerslò 
čersti	v.		čersti 		Grammatical information: v. 	čersti 
čersti	v.		Church Slavic:	očrěsti	[verb]	čersti 
čersti	v.		Old Russian:	čьrsti	[verb]	čersti 
čersti	v.		Lithuanian:	kir̃sti	[verb]	čersti 
čersti	v.		Latvian:	cìrst	[verb]	čersti 
čersti	v.		Other cognates:	kr̯ntáti	[verb]	čersti 
červьje	n. io		červьje 		Grammatical information: n. io 	červьje 
červьje	n. io		Russian:	čerëv'ja	[Nompn o]	červьje 
červьje	n. io		Old Russian:	čerevije	[n io]	červьje 
červьje	n. io		Czech:	třevo	[n o]	červьje 
červьje	n. io		Old Czech:	třěví	[n io]	červьje 
červьje	n. io		Slovene:	črẹ́vje	[n jo]	červьje 
červьje	n. io		Other cognates:	cárman-	[m]	červьje 
čerzъ	prep.		čersъ; čerzъ 		Grammatical information: prep. 	čersъ; čerzъ 
čerzъ	prep.		Church Slavic:	črěsъ	[prep]	čersъ; čerzъ 
čerzъ	prep.		Russian:	čérez	[prep]	čersъ; čerzъ 
čerzъ	prep.		Old Russian:	čerezъ	[prep]	čersъ; čerzъ 
čerzъ	prep.		Serbo-Croatian:	črȅz	[prep]	čersъ; čerzъ 
čerzъ	prep.		Slovene:	črẹ̀z	[prep]	čersъ; čerzъ 
čerzъ	prep.		Bulgarian:	črez	[prep]	čersъ; čerzъ 
čerzъ	prep.		Lithuanian:	(s)ker̃sas	[adj o]	čersъ; čerzъ 
čerzъ	prep.		Latvian:	sk̨ḕrss	[adv]	čersъ; čerzъ 
česàti	v.	b	česàti 		Grammatical information: v. 	česàti 
česàti	v.	b	Grammatical information:		Accent paradigm: b 	česàti 
česàti	v.	b	Old Church Slavic:	česati	[verb]	česàti 
česàti	v.	b	Russian:	česát'	[verb]	česàti 
česàti	v.	b	Czech:	česati	[verb]	česàti 
česàti	v.	b	Slovak:	česat'	[verb]	česàti 
česàti	v.	b	Polish:	czesać	[verb]	česàti 
česàti	v.	b	Serbo-Croatian:	čèsati	[verb]	česàti 
česàti	v.	b	Slovene:	čésati	[verb]	česàti 
česàti	v.	b	Lithuanian:	kàsti	[verb]	česàti 
česàti	v.	b	Latvian:	kast	[verb]	česàti 
česàti	v.	b	Other cognates:	kiszi	[verb]	česàti 
česnъ	m. o; n. o; m. o		česnъ; česno; česnъkъ 		Grammatical information: m. o; n. o; m. o 	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Russian:	česnók	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Old Russian:	česnъkъ	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Czech:	česnek	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Slovak:	cesnak	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Polish:	czosnek	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Serbo-Croatian:	čèsan	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Slovene:	čésǝn	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Bulgarian:	čésăn	[m o]	česnъ; česno; česnъkъ 
česnъ	m. o; n. o; m. o		Other cognates:	cainnenn	[f ā]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		česnъ; česno; česnъkъ 		Grammatical information: m. o; n. o; m. o 	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Russian:	česnók	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Old Russian:	česnъkъ	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Czech:	česnek	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Slovak:	cesnak	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Polish:	czosnek	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Serbo-Croatian:	čèsan	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Slovene:	čésǝn	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Bulgarian:	čésăn	[m o]	česnъ; česno; česnъkъ 
česnъkъ	m. o; n. o; m. o		Other cognates:	cainnenn	[f ā]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		česnъ; česno; česnъkъ 		Grammatical information: m. o; n. o; m. o 	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Russian:	česnók	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Old Russian:	česnъkъ	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Czech:	česnek	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Slovak:	cesnak	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Polish:	czosnek	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Serbo-Croatian:	čèsan	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Slovene:	čésǝn	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Bulgarian:	čésăn	[m o]	česnъ; česno; česnъkъ 
česno	m. o; n. o; m. o		Other cognates:	cainnenn	[f ā]	česnъ; česno; česnъkъ 
četvьrtъ	num. o		četvьrtъ 		Grammatical information: num. o 	četvьrtъ 
četvьrtъ	num. o		Old Church Slavic:	četvrьtъ	[num o]	četvьrtъ 
četvьrtъ	num. o		Russian:	četvërtyj	[num o]	četvьrtъ 
četvьrtъ	num. o		Czech:	čtvrtý	[num o]	četvьrtъ 
četvьrtъ	num. o		Polish:	czwarty	[num o]	četvьrtъ 
četvьrtъ	num. o		Old Polish:	cztwarty	[num o]	četvьrtъ 
četvьrtъ	num. o		Serbo-Croatian:	čètvȓtī	[num o]	četvьrtъ 
četvьrtъ	num. o		Slovene:	četŕti	[num o]	četvьrtъ 
četvьrtъ	num. o		Bulgarian:	četvắrti	[num o]	četvьrtъ 
četvьrtъ	num. o		Lithuanian:	ketvir̃tas	[num o]	četvьrtъ 
četvьrtъ	num. o		Latvian:	cetuȓtaĩs	[num o]	četvьrtъ 
četvьrtъ	num. o		Other cognates:	caturthá-	[adj]	četvьrtъ 
četverъ	num.		četverъ; četvorъ 		Grammatical information: num. 	četverъ; četvorъ 
četverъ	num.		Old Church Slavic:	četvorъ	[num]	četverъ; četvorъ 
četverъ	num.		Russian:	čétvero	[Nomsn num]	četverъ; četvorъ 
četverъ	num.		Czech:	čtverý	[num]	četverъ; četvorъ 
četverъ	num.		Polish:	czworo	[Nomsn num]	četverъ; četvorъ 
četverъ	num.		Serbo-Croatian:	čȅtver	[adj o]	četverъ; četvorъ 
četverъ	num.		Slovene:	četvę̑r	[num]	četverъ; četvorъ 
četverъ	num.		Lithuanian:	ketverì	[Nompm num]	četverъ; četvorъ 
četverъ	num.		Other cognates:	catvā́ras	[Nompm]	četverъ; četvorъ 
četvorъ	num.		četverъ; četvorъ 		Grammatical information: num. 	četverъ; četvorъ 
četvorъ	num.		Old Church Slavic:	četvorъ	[num]	četverъ; četvorъ 
četvorъ	num.		Russian:	čétvero	[Nomsn num]	četverъ; četvorъ 
četvorъ	num.		Czech:	čtverý	[num]	četverъ; četvorъ 
četvorъ	num.		Polish:	czworo	[Nomsn num]	četverъ; četvorъ 
četvorъ	num.		Serbo-Croatian:	čȅtver	[adj o]	četverъ; četvorъ 
četvorъ	num.		Slovene:	četvę̑r	[num]	četverъ; četvorъ 
četvorъ	num.		Lithuanian:	ketverì	[Nompm num]	četverъ; četvorъ 
četvorъ	num.		Other cognates:	catvā́ras	[Nompm]	četverъ; četvorъ 
četỳre	num.	a	četỳre 		Grammatical information: num. 	četỳre 
četỳre	num.	a	Grammatical information:		Accent paradigm: a 	četỳre 
četỳre	num.	a	Old Church Slavic:	četyre	[num]	četỳre 
četỳre	num.	a	Russian:	četýre	[num]	četỳre 
četỳre	num.	a	Czech:	čtyři	[num]	četỳre 
četỳre	num.	a	Polish:	cztery	[num]	četỳre 
četỳre	num.	a	Old Polish:	cztyrze	[num]	četỳre 
četỳre	num.	a	Serbo-Croatian:	čètiri	[num]	četỳre 
četỳre	num.	a	Slovene:	štírje	[num]	četỳre 
četỳre	num.	a	Bulgarian:	četíri	[num]	četỳre 
četỳre	num.	a	Lithuanian:	keturì	[Nompm]	četỳre 
četỳre	num.	a	Other cognates:	catvā́ras	[Nompm]	četỳre 
čìstъ	adj. o	a	čìstъ 		Grammatical information: adj. o 	čìstъ 
čìstъ	adj. o	a	Grammatical information:		Accent paradigm: a 	čìstъ 
čìstъ	adj. o	a	Old Church Slavic:	čistъ	[adj o]	čìstъ 
čìstъ	adj. o	a	Russian:	čìstyj	[adj o]	čìstъ 
čìstъ	adj. o	a	Czech:	čistý	[adj o]	čìstъ 
čìstъ	adj. o	a	Slovak:	čistý	[adj o]	čìstъ 
čìstъ	adj. o	a	Polish:	czysty	[adj o]	čìstъ 
čìstъ	adj. o	a	Serbo-Croatian:	čȉst	[adj o]	čìstъ 
čìstъ	adj. o	a	Slovene:	čìst	[adj o]	čìstъ 
čìstъ	adj. o	a	Bulgarian:	čist	[adj o]	čìstъ 
čìstъ	adj. o	a	Lithuanian:	skýstas	[adj o]	čìstъ 
čìstъ	adj. o	a	Latvian:	šk̨îsts	[adj o]	čìstъ 
čìstъ	adj. o	a	Old Prussian:	skijstan	[Accs]	čìstъ 
čìstiti	v.	a	čìstiti 		Grammatical information: v. 	čìstiti 
čìstiti	v.	a	Grammatical information:		Accent paradigm: a 	čìstiti 
čìstiti	v.	a	Old Church Slavic:	čistiti	[verb]	čìstiti 
čìstiti	v.	a	Russian:	čístit'	[verb]	čìstiti 
čìstiti	v.	a	Czech:	čistiti	[verb]	čìstiti 
