oklam	[ˈoklam]
arabský	[ˈarapskiː]
arabský jazyk	[arapskiː jazɪk]
Arabský poloostrov	[arapskiː poloostrof]
arabština	[ˈarapʃcɪna]
aragonština	[ˈaraɡonʃcɪna]
Aramejec	[ˈaramɛjɛt͡s]
aramejština	[ˈaramɛjʃcɪna]
arara	[ˈarara]
arašíd	/ˈaraʃiːt/
archa	[ˈarxa]
archaický	[ˈarxajɪt͡skiː]
archaismus	[ˈarxajɪzmus]
archeolog	[ˈarxɛolok]
archeologicky	[ˈarxɛoloɡɪt͡skɪ]
archeologický	[ˈarxɛoloɡɪt͡skiː]
archeologie	[ˈarxɛoloɡɪɛ]
archeoložka	[ˈarxɛoloʃka]
archeopteryx	[ˈarxɛoptɛrɪks]
archetyp	[ˈarxɛtɪp]
architekt	/ˈarxɪtɛkt/
architektka	[ˈarxɪtɛktka]
archiv	[ˈarxɪf]
archív	[ˈarxiːf]
archivář	[arxɪvaːr̝̊]
archivářka	[arxɪvaːr̝̊ka]
archivní	[ˈarxɪvɲiː]
archívní	[ˈarxiːvɲiː]
archivovat	[ˈarxɪvovat]
archo	/ˈarxo/
archón	[ˈarxoːn]
archy	/ˈarxɪ/
arci	[ˈart͡sɪ]
arci-	[ˈart͡sɪ]
arcikacíř	[ˈart͡sɪkat͡siːr̝̊]
arcivévoda	[ˈart͡sɪvɛːvoda]
Argentina	[ˈarɡɛntɪna]
Argentinec	[ˈarɡɛntɪnɛt͡s]
Argentinka	[ˈarɡɛntɪŋka]
argentinský	[ˈarɡɛntɪnskiː]
argument	[ˈarɡumɛnt]
argumentační	[ˈarɡumɛntat͡ʃɲiː]
argumentovat	[ˈarɡumɛntovat]
árijec	[ˈaːrɪjɛt͡s]
árijka	[ˈaːrɪjka]
árijský	[ˈaːrɪjskiː]
aristokracie	[ˈarɪstokrat͡sɪjɛ]
aristokrat	[ˈarɪstokrat]
aristokratický	[ˈarɪstokratɪt͡skiː]
aristokratka	[ˈarɪstokratka]
Aristotelés	[ˈarɪstotɛlɛːs]
aristotelik	[ˈarɪstotɛlɪk]
aristotelovec	[ˈarɪstotɛlovɛt͡s]
Aristotelův	[ˈarɪstotɛluːf]
arita	[ˈarɪta]
aritmetická posloupnost	[arɪtmɛtɪt͡skaː poslou̯pnost]
aritmetická řada	[arɪtmɛtɪt͡skaː r̝ada]
aritmetický	[ˈarɪtmɛtɪt͡skiː]
aritmetický průměr	[arɪtmɛtɪt͡skiː pruːmɲɛr]
aritmetika	[ˈarɪtmɛtɪka]
arkáda	[ˈarkaːda]
arkebuza	/arkɛbʊza/
arktický	[ˈarktɪt͡skiː]
Arktida	[ˈarktɪda]
arkýř	[ˈarkiːr̝̊]
armádní	[ˈarmaːdɲiː]
armatol	[ˈarmatol]
armatole	[ˈarmatolɛ]
Armén	[ˈarmɛːn]
Arménec	[ˈarmɛːnɛt͡s]
Arménie	[ˈarmɛːnɪjɛ]
Arménka	[ˈarmɛːŋka]
arménský	[ˈarmɛːnskiː]
arménština	[ˈarmɛːnʃcɪna]
-árna	[ˈaːrna]
Arnošt	[ˈarnoʃt]
Arnoštek	[ˈarnoʃtɛk]
aromatický	[ˈaromatɪt͡skiː]
artefakt	/ˈar.tɛ.fakt/
arteriola	[ˈartɛrɪola]
arteterapie	[ˈartɛtɛrapɪjɛ]
artikulace	[ˈartɪkulat͡sɛ]
artikulovat	[ˈartɪkulovat]
Artur	[ˈartur]
Arturek	[ˈarturɛk]
artyčok	/ˈartɪt͡ʃok/
arytmie	[ˈarɪtmɪjɛ]
arzen	/arzÉ›n/
asi	/ˈasɪ/
Asie	[ˈaːzɪjɛ]
Asijec	[ˈazɪjɛt͡s]
asijský	[ˈazɪjskiː]
asistence	[ˈasɪstɛnt͡sɛ]
asistent	[ˈasɪstɛnt]
asistentka	[ˈasɪstɛntka]
asistovat	[ˈasɪstovat]
asketa	[ˈaskɛta]
asketický	[ˈaskɛtɪt͡skiː]
askeze	[ˈaskɛzɛ]
asonance	[ˈasonant͡sɛ]
aspik	[ˈaspɪk]
aspík	[ˈaspiːk]
aspoň	[ˈaspoɲ]
astat	/astat/
astra	[ˈastra]
astra čínská	[astra t͡ʃiːnskaː]
astrální	[ˈastraːlɲiː]
astrild	[astr̩ɪld]
astro-	[ˈastro]
astrocyt	[ˈastrot͡sɪt]
astrofyzik	[ˈastrofɪzɪk]
astrofyzika	[ˈastrofɪzɪka]
astrolog	[ˈastrolok]
astrologický	[ˈastroloɡɪt͡skiː]
astrologie	[ˈastroloɡɪjɛ]
astroložka	/ˈʔastrɔlɔʃka/
astronaut	[ˈastronau̯t]
astronautický	[ˈastronau̯cɪt͡skiː]
astronautika	[ˈastronau̯cɪka]
astronautka	[ˈastronau̯tka]
astronom	[ˈastronom]
astronomická jednotka	[astronomɪt͡skaː jɛdnotka]
astronomický	[ˈastronomɪt͡skiː]
astronomie	[ˈastronomɪjɛ]
astronomka	[ˈastronomka]
asymetrický	[ˈasɪmɛtrɪt͡skiː]
asymetrie	[ˈasɪmɛtrɪjɛ]
asymptomatický	[ˈasɪmptomatɪt͡skiː]
asymptota	[ˈasɪmptota]
asymptoticky	[ˈasɪmptotɪt͡skɪ]
asymptotický	[ˈasɪmptotɪt͡skiː]
asynchronní	[ˈasɪnxroɲiː]
asynchronně	[ˈasɪnxroɲɛ]
asyndeton	[ˈasɪndɛton]
asyriolog	[ˈasɪrɪolok]
asyriologie	[ˈasɪrɪoloɡɪɛ]
ataka	[ˈataka]
atavismus	[ˈatavɪzmus]
aténský	[ˈatɛːnskiː]
atentát	[ˈatɛntaːt]
atentátník	[ˈatɛntaːtɲiːk]
Atény	[ˈatɛːnɪ]
Atéňan	[ˈatɛːɲan]
-átko	[ˈaːtko]
atlantický	[ˈatlantɪt͡skiː]
Atlantida	/ˈa.tlan.tiː.da/
Atlantik	[ˈatlantɪk]
atlantský	[ˈatlantskiː]
Atlantský oceán	[atlantskiː ot͡sɛaːn]
atlas	[Ëˆatlas]
atletický	[ˈatlɛtɪt͡skiː]
atletika	[ˈatlɛtɪka]
atletka	[ˈatlɛtka]
atmosféra	[ˈatmosfɛːra]
atmosférický	[ˈatmosfɛːrɪt͡skiː]
atom	[ˈatom]
atomové hodiny	[atomovɛː ɦoɟɪnɪ]
atomové jádro	[atomovɛː jaːdro]
atomové číslo	[atomovɛː t͡ʃiːslo]
atomový	[ˈatomoviː]
atopický	[ˈatopɪt͡skiː]
atopický ekzém	[atopɪt͡skiː ɛɡzɛːm]
atrakce	[ˈatrakt͡sɛ]
atraktivní	[ˈatraktɪvɲiː]
atraktor	[ˈatraktor]
atypický	/atɪpɪtskiː/
Augustýn	[ˈau̯ɡustiːn]
Australan	[ˈau̯stralan]
Australanka	[ˈau̯stralaŋka]
Austrálie	[ˈau̯straːlɪjɛ]
australský	[ˈau̯stralskiː]
Austrie	[ˈau̯strɪɛ]
austrie	[ˈau̯strɪɛ]
autenticita	[ˈau̯tɛntɪt͡sɪta]
autentický	[ˈau̯tɛntɪt͡skiː]
autíčko	[ˈau̯ciːt͡ʃko]
auto	[ˈau̯to]
auto-	[ˈau̯to]
autobus	/ˈau̯tobus/
autobusák	[ˈau̯tobusaːk]
autobusová zastávka	/ˈau̯tobusovaː ˈzastaːvka/
autobusový	/ˈau̯tobusoviː/
autohavárie	[ˈau̯toɦavaːrɪjɛ]
autokracie	[ˈau̯tokrat͡sɪjɛ]
automat	[ˈau̯tomat]
automatická pračka	[au̯tomatɪt͡skaː prat͡ʃka]
automatická převodovka	[au̯tomatɪt͡skaː pr̝̊ɛvodofka]
automaticky	[ˈau̯tomatɪt͡skɪ]
automatický	/ˈau̯tomatɪt͡skiː/
automatizace	[ˈau̯tomatɪzat͡sɛ]
automatizovat	[ˈau̯tomatɪzovat]
automechanik	[ˈau̯tomɛxanɪk]
automobil	/ˈau̯tomobɪl/
automobilový	/ˈau̯tomobɪloviː/
autonomie	[ˈau̯tonomɪjɛ]
autonomní	[ˈau̯tonomɲiː]
autonomní nervová soustava	[au̯tonomɲiː nɛrvovaː sou̯stava]
autonomně	[ˈau̯tonomɲɛ]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
autor	[ˈau̯tor]
autoreference	[ˈau̯torɛfɛrɛnt͡sɛ]
autoreferenční	[ˈau̯torɛfɛrɛnt͡ʃɲiː]
autorita	[ˈau̯torɪta]
autoritativní	[ˈau̯torɪtatɪvɲiː]
autoritativně	[ˈau̯torɪtatɪvɲɛ]
autoritář	[ˈau̯torɪtaːr̝̊]
autoritářský	[ˈau̯torɪtaːr̝̊skiː]
autoritářství	[ˈau̯torɪtaːr̝̊stviː]
autorka	[ˈau̯torka]
autorství	[ˈau̯torstviː]
autorův	[ˈau̯toruːf]
autorčin	[ˈau̯tort͡ʃɪn]
autoškola	/aʊ̯tɔʃkɔla/
avarština	[ˈavarʃcɪna]
averze	[ˈavɛrzɛ]
avizovat	[ˈavɪzovat]
avokádo	/ˈavokaːdo/
avšak	[ˈafʃak]
axon	[ˈakson]
-áza	[ˈaːza]
azalka	[ˈazalka]
Ázerbájdžán	[ˈaːzɛrbaːjdʒaːn]
Ázerbájdžánec	[ˈaːzɛrbaːjdʒaːnɛt͡s]
Ázerbájdžánka	[ˈaːzɛrbaːjdʒaːŋka]
ázerbájdžánský	[ˈaːzɛrbaːjdʒaːnskiː]
ázerbájdžánština	[ˈaːzɛrbaːjdʒaːnʃcɪna]
Azory	[ˈazorɪ]
aztécký	[ˈastɛːt͡skiː]
Azték	[ˈastɛːk]
aztéčtina	[ˈastɛːt͡ʃcɪna]
ač	/atʃ/
-ačka	/ˈatʃka/
áčko	/aːtʃko/
ačkoli	[ˈat͡ʃkolɪ]
ačkoliv	[ˈat͡ʃkolɪf]
Áďa	[ˈaːɟa]
-ař	[ˈar̝̊]
-ář	[ˈaːr̝̊]
-áš	[ˈaːʃ]
Ašchabad	[ˈaʃxabat]
ať	[ˈac]
ať tak či onak	[ac tak t͡ʃɪ onak]
až	/aʃ/
až až	[aʃ aʃ]
až to bude, tak to bude	[ˈaʃ to ˈbudɛ ˈtak to ˈbudɛ]
ažaž	[ˈaʒaʃ]
B	/beː/
-ba	[ˈba]
baba	/baba/
bába	/baːba/
babí	[ˈbabiː]
babice	[ˈbabɪt͡sɛ]
bábinka	[ˈbaːbɪŋka]
babizna	[ˈbabɪzna]
babička	/ˈbabɪt͡ʃka/
babiččin	[ˈbabɪt͡ʃt͡ʃɪn]
babka	[ˈbapka]
babou	/ˈbabɔu/
bábovička	[ˈbaːbovɪt͡ʃka]
bábovka	/ˈbaːbovka/
babočka	[ˈbabot͡ʃka]
babočka admirál	[babot͡ʃka admɪraːl]
babočka bodláková	[babot͡ʃka bodlaːkovaː]
babočka jilmová	[babot͡ʃka jɪlmovaː]
babočka kopřivová	[babot͡ʃka kopr̝̊ɪvovaː]
babočka osiková	[babot͡ʃka osɪkovaː]
babočka paví oko	[babot͡ʃka paviː oko]
babočka síťkovaná	[babot͡ʃka siːckovanaː]
babrat	/ˈbabrat/
Babylon	[ˈbabɪlon]
Babylón	[ˈbabɪloːn]
babylonský	[ˈbabɪlonskiː]
babylónský	[ˈbabɪloːnskiː]
babylónština	[ˈbabɪloːnʃcɪna]
Babyloňan	[ˈbabɪloɲan]
Babylóňan	[ˈbabɪloːɲan]
bachař	[ˈbaxar̝̊]
bachor	[ˈbaxor]
báchorka	[ˈbaːxorka]
bachráč	[ˈbaxraːt͡ʃ]
Bachův	[ˈbaxuːf]
bachyně	[ˈbaxɪɲɛ]
bacil	[ˈbat͡sɪl]
back	[ˈbɛk]
backa	/ˈbɛka/
backem	[ˈbɛkɛm]
backy	/ˈbɛkɪ/
baculatý	[ˈbat͡sulatiː]
bádání	[ˈbaːdaːɲiː]
bádat	[ˈbaːdat]
badatel	[ˈbadatɛl]
badatelka	[ˈbadatɛlka]
bádavý	[ˈbaːdaviː]
baf	[Ëˆbaf]
bafuňář	[ˈbafuɲaːr̝̊]
bagatelizovat	/ˈbaɡatɛlɪzovat/
bageta	/ˈbaɡɛta/
bagr	/baɡr̩/
bagrovat	[ˈbaɡrovat]
bahenní	[ˈbaɦɛɲiː]
bahenní sopka	[baɦɛɲiː sopka]
bahno	/baɦnɔ/
Bahrajn	[ˈbaɦrajn]
Bahrajnec	[ˈbaɦrajnɛt͡s]
bahrajnský	[ˈbaɦrajn̩skiː]
báj	/ˈbaːj/
báje	[ˈbaːjɛ]
bájesloví	[ˈbaːjɛsloviː]
bájeslovný	[ˈbaːjɛslovniː]
báječný	[ˈbaːjɛt͡ʃniː]
bajka	[ˈbajka]
bájný	[ˈbaːjniː]
bájo	[ˈbaːjo]
bajt	[ˈbajt]
bakalář	[ˈbakalaːr̝̊]
bakalářka	[ˈbakalaːr̝̊ka]
bakalářská práce	[bakalaːr̝̊skaː praːt͡sɛ]
bakalářský	[ˈbakalaːr̝̊skiː]
baklažán	/ˈbaklaʒaːn/
bakterie	[ˈbaktɛrɪjɛ]
bál	/baːl/
balalajka	[Ëˆbalalajka]
baldrián	[ˈbaldrɪaːn]
Baleáry	[ˈbalɛaːrɪ]
baletka	[ˈbalɛtka]
balijský	[ˈbalɪjskiː]
balík	/ˈbaliːk/
balista	/balɪsta/
balistický	[ˈbalɪstɪt͡skiː]
balistika	[ˈbalɪstɪka]
balit	/ˈbalɪt/
balíček	/ˈbaliːt͡ʃɛk/
balkánský	[ˈbalkaːnskiː]
baltistika	[ˈbaltɪstɪka]
balzamovat	[ˈbalzamovat]
bambule	[ˈbambulɛ]
bambulka	[ˈbambulka]
banán	/ˈbanaːn/
banánová republika	[banaːnovaː rɛpublɪka]
banánovník	[ˈbanaːnovɲiːk]
banánový	[ˈbanaːnoviː]
Bangladéš	[ˈbaŋɡladɛːʃ]
Bangladéšan	[ˈbaŋɡladɛːʃan]
bangladéšský	[ˈbaŋɡladɛːʃskiː]
banka	/ˈbaŋka/
bankomat	/ˈbaŋkomat/
bankovka	/ˈbaŋkovka/
bankovní	[ˈbaŋkovɲiː]
bankovní regulace	[baŋkovɲiː rɛɡulat͡sɛ]
bankrot	[ˈbaŋkrot]
bar	/bar/
Bára	[ˈbaːra]
barák	[ˈbaraːk]
Barák	[ˈbaraːk]
Baránek	[ˈbaraːnɛk]
Baránková	[ˈbaraːŋkovaː]
baráček	[ˈbaraːt͡ʃɛk]
Barbařin	[ˈbarbar̝ɪn]
barbeta	/barbÉ›ta/
Barbora	[Ëˆbarbora]
Barborka	[ˈbarborka]
Barbořin	[ˈbarbor̝ɪn]
bare	/ˈbarɛ/
barem	/ˈbarɛm/
baret	[ˈbarɛt]
barevník	[ˈbarɛvɲiːk]
barevný	[ˈbarɛvniː]
Barka	[ˈbarka]
bárka	/baːrka/
Barma	[ˈbarma]
Barmánec	[ˈbarmaːnɛt͡s]
barmanka	/ˈbarmaŋka/
barmský	[ˈbarm̩skiː]
Barnabáš	[ˈbarnabaːʃ]
barnard	[ˈbarnart]
baroko	[Ëˆbaroko]
baronka	[ˈbaroŋka]
baronův	[ˈbaronuːf]
barončin	[ˈbaront͡ʃɪn]
barová stolička	[barovaː stolɪt͡ʃka]
barová židle	[barovaː ʒɪdlɛ]
barový	[ˈbaroviː]
Bartoloměj	[ˈbartolomɲɛj]
Bartoňová	[ˈbartoɲovaː]
Bartoš	[ˈbartoʃ]
Bartůněk	[ˈbartuːɲɛk]
baru	/Ëˆbaru/
barů	/ˈbaruː/
Barunka	[ˈbaruŋka]
Baruška	[ˈbaruʃka]
barva	[ˈbarva]
barvit	[ˈbarvɪt]
barvitý	[ˈbarvɪtiː]
barvička	[ˈbarvɪt͡ʃka]
barvoslepost	[ˈbarvoslɛpost]
barvoslepý	[ˈbarvoslɛpiː]
barvy	[ˈbarvɪ]
Barča	[ˈbart͡ʃa]
Barčinka	[ˈbart͡ʃɪŋka]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
basa	/basa/
base	[ˈbasɛ]
báseň	/ˈbaːsɛɲ/
basketbal	/ˈbas.kɛtˌbal/
baskičtina	[ˈbaskɪt͡ʃcɪna]
baskytara	[ˈbaskɪtara]
básnický	[ˈbaːsɲɪt͡skiː]
básnictví	[ˈbaːsɲɪt͡stviː]
básník	[ˈbaːsɲiːk]
básníkův	[ˈbaːsɲiːkuːf]
básnička	[ˈbaːsɲɪt͡ʃka]
básnířka	[ˈbaːsɲiːr̝̊ka]
basová kytara	[basovaː kɪtara]
bastard	[ˈbastart]
bát	/baːt/
bát jako čert kříže	[baːt jako t͡ʃɛrt kr̝̊iːʒɛ]
baterie	[ˈbatɛrɪjɛ]
baterka	[ˈbatɛrka]
batoh	[ˈbatox]
batůžek	[ˈbatuːʒɛk]
bavit	/ˈbavɪt/
bavič	[ˈbavɪt͡ʃ]
bavlna	[ˈbavl̩na]
bavlněný	[ˈbavl̩ɲɛniː]
bazalka	/ˈbazalka/
báze	[ˈbaːzɛ]
bazén	/ˈbazɛːn/
bázeň	[ˈbaːzɛɲ]
bazický	[ˈbazɪt͡skiː]
bazilišek	/ˈbazɪlɪʃɛk/
baziliščí	[ˈbazɪlɪʃt͡ʃiː]
bázlivec	[ˈbaːzlɪvɛt͡s]
bázlivý	/ˈbaːzlɪviː/
bačkora	[ˈbat͡ʃkora]
bačkůrka	[ˈbat͡ʃkuːrka]
báň	[ˈbaːɲ]
Bářin	[ˈbaːr̝ɪn]
Baškir	[ˈbaʃkɪr]
baškirština	[ˈbaʃkɪrʃcɪna]
bašta	/ˈbaʃta/
baštit	[ˈbaʃcɪt]
Baťa	[ˈbaca]
Baťův	[ˈbacuːf]
baťůžek	[ˈbacuːʒɛk]
bažant	/ˈbaʒant/
bažantí	[ˈbaʒanciː]
bažantice	[ˈbaʒancɪt͡sɛ]
bažina	[ˈbaʒɪna]
bažit	[ˈbaʒɪt]
bdít	/bɟiːt/
bdělost	[ˈbɟɛlost]
bdělý	[ˈbɟɛliː]
bé	[ˈbɛː]
Beáta	[ˈbɛaːta]
Beátka	[ˈbɛaːtka]
beci	/ˈbɛt͡sɪ/
Béda	[ˈbɛːda]
bedel	/ˈbɛdel/
beden	/ˈbɛdɛn/
beder	[ˈbɛdɛr]
bederní	[ˈbɛdɛrɲiː]
bedla	/ˈbɛdla/
bedla vysoká	/ˈbɛdla ˈvɪsokaː/
bedla zahradní	/ˈbɛdla ˈzaɦradɲiː/
bedla červenající	/ˈbɛdla ˈt͡ʃɛrvɛnajiːt͡siː/
bedlový	/ˈbɛdloviː/
bedna	/ˈbɛdna/
Bednář	[ˈbɛdnaːr̝̊]
bednář	[ˈbɛdnaːr̝̊]
Bednařík	[ˈbɛdnar̝iːk]
Bednaříková	[ˈbɛdnar̝iːkovaː]
bednička	[ˈbɛdɲɪt͡ʃka]
bedno	/ˈbɛdno/
bedra	[ˈbɛdra]
bedrech	[ˈbɛdrɛx]
bedrům	[ˈbɛdruːm]
bedry	[ˈbɛdrɪ]
Bedřich	[ˈbɛdr̝ɪx]
Bedříšek	[ˈbɛdr̝iːʃɛk]
Bedřiška	[ˈbɛdr̝ɪʃka]
Bedřiščin	[ˈbɛdr̝ɪʃt͡ʃɪn]
Bejrút	[ˈbɛjruːt]
Bejrúťan	[ˈbɛjruːcan]
bek	/bɛk/
beka	/ˈbɛka/
bekasina	[bɛkasɪna]
bekem	[ˈbɛkɛm]
bekovi	/ˈbɛkovɪ/
beku	/ˈbɛku/
beky	[ˈbɛkɪ]
belgický	[ˈbɛlɡɪt͡skiː]
Belgie	[ˈbɛlɡɪjɛ]
Belgičan	[ˈbɛlɡɪt͡ʃan]
Belgičanka	[ˈbɛlɡɪt͡ʃaŋka]
belhat	[ˈbɛlɦat]
Belizan	[ˈbɛlɪzan]
Belize	[ˈbɛlɪzɛ]
belizský	[ˈbɛlɪskiː]
Benáres	[ˈbɛnaːrɛs]
Benátky	[ˈbɛnaːtkɪ]
benátský	[ˈbɛnaːtskiː]
Benátčan	[ˈbɛnaːt͡ʃan]
Benátčanka	[ˈbɛnaːt͡ʃaŋka]
bendžo	[ˈbɛndʒo]
Benedikt	[ˈbɛnɛdɪkt]
benefiční	[ˈbɛnɛfɪt͡ʃɲiː]
Beneš	[ˈbɛnɛʃ]
Benešův	/bɛnɛʃuːf/
Bengálec	[ˈbɛŋɡaːlɛt͡s]
Bengálsko	[ˈbɛŋɡaːlsko]
bengálský	[ˈbɛŋɡaːlskiː]
bengálština	[ˈbɛŋɡaːlʃcɪna]
Benin	[ˈbɛnɪn]
Beninec	[ˈbɛnɪnɛt͡s]
beninský	[ˈbɛnɪnskiː]
Benjamín	[ˈbɛnjamiːn]
benzín	[ˈbɛnziːn]
benžo	[ˈbɛnʒo]
ber	[ˈbɛr]
ber nebo neber	[bɛr nɛbo nɛbɛr]
bera	[ˈbɛra]
beran	[ˈbɛran]
beránek	/bɛraːnɛk/
Beránek	[ˈbɛraːnɛk]
beraní	[ˈbɛraɲiː]
beranidlo	/bɛraɲɪdlɔ/
beránčí	[ˈbɛraːnt͡ʃiː]
bere	[ˈbɛrɛ]
Berenika	[ˈbɛrɛɲɪka]
bergsonovec	[ˈbɛrksonovɛt͡s]
berle	[ˈbɛrlɛ]
Berlín	[ˈbɛrliːn]
berlínský	[ˈbɛrliːnskiː]
berlička	/ˈbɛrlɪt͡ʃka/
Berlíňan	[ˈbɛrliːɲan]
Berlíňanka	[ˈbɛrliːɲaŋka]
berme	[ˈbɛrmɛ]
Bernadeta	[ˈbɛrnadɛta]
Bernard	[ˈbɛrnart]
bernardýn	[ˈbɛrnardiːn]
berneška	[ˈbɛrnɛʃka]
Beroun	[ˈbɛrou̯n]
Berta	[ˈbɛrta]
berte	[ˈbɛrtɛ]
Bertík	[ˈbɛrciːk]
Bertička	[ˈbɛrcɪt͡ʃka]
beru	[ˈbɛru]
beruška	/ˈbɛrʊʃka/
beryl	[ˈbɛrɪl]
berňák	[ˈbɛrɲaːk]
Beskydy	[ˈbɛskɪdɪ]
betl	[ˈbɛtl̩]
Betlém	/ˈbɛtlɛːm/
betlém	/ˈbɛtlɛːm/
beton	[ˈbɛton]
bez	/bɛs/
bez ohledu na	[ˈbɛzoˈɦlɛdu na]
bez pochyby	[bɛs poxɪbɪ]
bezbarvý	[ˈbɛzbarviː]
bezbolestný	[ˈbɛzbolɛstniː]
bezbožný	[ˈbɛzboʒniː]
bezbranný	[ˈbɛzbraniː]
bezbřehý	[ˈbɛzbr̝ɛɦiː]
bezcelní	/ˈbɛst͡sɛlɲiː/
bezcenný	[ˈbɛst͡sɛniː]
bezcharakterní	[ˈbɛsxaraktɛrɲiː]
bezchybný	[ˈbɛsxɪbniː]
bezcílnost	[ˈbɛst͡siːlnost]
bezcílný	[ˈbɛst͡siːlniː]
bezcílně	[ˈbɛst͡siːlɲɛ]
bezdomovec	[ˈbɛzdomovɛt͡s]
bezdomovkyně	[ˈbɛzdomofkɪɲɛ]
bezdrátový	[ˈbɛzdraːtoviː]
bezdětný	/ˈbɛzɟɛtniː/
beze	/ˈbɛzɛ/
beze všeho	[bɛzɛ fʃɛɦo]
bezedný	[ˈbɛzɛdniː]
bezejmenný	[ˈbɛzɛjmɛniː]
bezesný	[ˈbɛzɛsniː]
bezespornost	[ˈbɛzɛspornost]
bezesporný	[ˈbɛzɛsporniː]
bezesporu	[ˈbɛzɛsporu]
bezešvý	[ˈbɛzɛʃviː]
bezhlučný	[ˈbɛzɦlut͡ʃniː]
bezinka	[ˈbɛzɪŋka]
bezkřídlý	[ˈbɛskr̝̊iːdliː]
bezlepkový	[ˈbɛzlɛpkoviː]
bezmála	[ˈbɛzmaːla]
bezmasý	[ˈbɛzmasiː]
bezmoc	[ˈbɛzmot͡s]
bezmocnost	[ˈbɛzmot͡snost]
bezmocný	[ˈbɛzmot͡sniː]
bezmozek	[ˈbɛzmozɛk]
bezmračný	[ˈbɛzm̩rat͡ʃniː]
bezmyšlenkovitý	[ˈbɛzmɪʃlɛŋkovɪtiː]
bezmyšlenkovitě	[ˈbɛzmɪʃlɛŋkovɪcɛ]
beznaděj	[ˈbɛznaɟɛj]
beznadějný	/ˈbɛznaɟɛjniː/
beznohý	[ˈbɛznoɦiː]
bezoblačný	[ˈbɛzoblat͡ʃniː]
kochaly	[ˈkoxalɪ]
kochalo	[ˈkoxalo]
kochala	[ˈkoxala]
kochal	[ˈkoxal]
vítány	[ˈviːtaːnɪ]
vítaly	[ˈviːtalɪ]
vítali	[ˈviːtalɪ]
vítalo	[ˈviːtalo]
vítala	[ˈviːtala]
vítal	[ˈviːtal]
poháre	[ˈpoɦaːrɛ]
chobotnice	[ˈxobotɲɪt͡sɛ]
zápěstí	[ˈzaːpjɛsciː]
metrosexuál	[ˈmɛtrosɛksuaːl]
hodně štěstí!	[ɦodɲɛ ʃcɛsciː]
dobrou noc	[dobrou̯ not͡s]
děkuji	[ˈɟɛkujɪ]
babička	/ˈbabɪt͡ʃka/
Kolumbie	[ˈkolumbɪjɛ]
Kolik je hodin?	[kolɪk jɛ ɦoɟɪn]
bezobratlý	[ˈbɛzobratliː]
bezohledný	[ˈbɛzoɦlɛdniː]
bezolovnatý	[ˈbɛzolovnatiː]
bezostyšný	[ˈbɛzostɪʃniː]
bezostyšně	[ˈbɛzostɪʃɲɛ]
bezpartijní	[ˈbɛspartɪjɲiː]
bezpáteřný	[ˈbɛspaːtɛr̝niː]
bezpatkový	[ˈbɛspatkoviː]
bezpečí	/ˈbɛspɛtʃiː/
bezpečnost	[ˈbɛspɛt͡ʃnost]
bezpečnostní	[ˈbɛspɛt͡ʃnostɲiː]
bezpečnostní díra	[bɛspɛt͡ʃnostɲiː ɟiːra]
bezpečnostní pás	[bɛspɛt͡ʃnostɲiː paːs]
bezpečný	/ˈbɛzpɛtʃniː/
bezpečný sex	[bɛspɛt͡ʃniː sɛks]
bezpečně	[ˈbɛspɛt͡ʃɲɛ]
bezplatný	/ˈbɛsplatniː/
bezplatně	[ˈbɛsplatɲɛ]
bezpochyby	[ˈbɛspoxɪbɪ]
bezpodmínečný	[ˈbɛspodmiːnɛt͡ʃniː]
bezpodmínečně	[ˈbɛspodmiːnɛt͡ʃɲɛ]
bezprecedentní	[ˈbɛsprɛt͡sɛdɛntɲiː]
bezprostřední	[ˈbɛsprostr̝̊ɛdɲiː]
bezprostředně	[ˈbɛsprostr̝̊ɛdɲɛ]
